name,bus,control,type,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_nom_set,p_min_pu,p_max_pu,p_set,p_init,e_sum_min,e_sum_max,q_set,sign,carrier,marginal_cost,marginal_cost_quadratic,active,build_year,lifetime,capital_cost,overnight_cost,discount_rate,fom_cost,efficiency,committable,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,weight,p_nom_opt
solar,California,Slack,,0.0,0.0,True,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.0,0.0,True,0,inf,133264.19013486675,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,148298.78404234463
load_shedding,California,PQ,,0.0,0.0,True,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load_shedding,1500.0,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,36764.94585863111
