demand_mw,solar_mw,gas_mw,load_shedding_mw,solar_cf,timestamp,month,day,hour,date,period,served_by_solar_gas_mw,unserved_share_of_demand
43922.8206619,1352.7157224191792,41072.838275153226,1497.266664327592,0.2598467955309586,2025-08-21 18:00:00,8,21,18,2025-08-21,evening_peak_16_20,42425.5539975724,0.0340885817842379
42308.901082,121.19707339593785,41072.838275153226,1114.8657334508325,0.0232810712758951,2025-08-21 19:00:00,8,21,19,2025-08-21,evening_peak_16_20,41194.035348549165,0.026350619017262628
42257.5978548,1130.671456437374,41072.838275153226,54.08812320939819,0.2171937162289671,2025-08-22 18:00:00,8,22,18,2025-08-22,evening_peak_16_20,42203.5097315906,0.001279962088598805
42416.44216,757.5167947260095,41072.838275153226,586.0870901207629,0.1455134352385684,2025-09-02 18:00:00,9,2,18,2025-09-02,evening_peak_16_20,41830.35506987924,0.013817450504452279
