hour,load_shedding_mwh,load_shedding_hours,avg_solar_cf,avg_demand_mw,avg_gas_mw,avg_solar_mw
18,2137.441877657753,3,0.20751798233283136,42865.620225566665,41072.838275153226,1080.3013245275208
19,1114.8657334508325,1,0.0232810712758951,42308.901082,41072.838275153226,121.19707339593785
