month,load_shedding_mwh,load_shedding_hours,avg_solar_cf,avg_demand_mw,peak_load_shedding_mw
8,2666.220520987823,3,0.16677386101194025,42829.77319956666,1497.266664327592
9,586.0870901207629,1,0.1455134352385684,42416.44216,586.0870901207629
