demand_mw,solar_mw,gas_mw,load_shedding_mw,solar_cf,timestamp,month,day,hour,date,period,served_by_solar_gas_mw,unserved_share_of_demand
20821.21345,-0.0,15873.654411947797,4947.559038052203,0.0,2025-01-02 00:00:00,1,2,0,2025-01-02,night_00_05,15873.654411947797,0.237621070930052
20246.292391,-0.0,15873.654411947797,4372.637979052202,0.0,2025-01-02 01:00:00,1,2,1,2025-01-02,night_00_05,15873.654411947797,0.21597228246076072
19700.929643,-0.0,15873.654411947797,3827.275231052203,0.0,2025-01-02 02:00:00,1,2,2,2025-01-02,night_00_05,15873.654411947797,0.19426876296733966
19905.546645,-0.0,15873.654411947797,4031.892233052202,0.0,2025-01-02 03:00:00,1,2,3,2025-01-02,night_00_05,15873.654411947797,0.20255119364254978
20252.702808,-0.0,15873.654411947797,4379.0483960522015,0.0,2025-01-02 04:00:00,1,2,4,2025-01-02,night_00_05,15873.654411947797,0.2162204441336313
21572.870124,-0.0,15873.654411947797,5699.215712052204,0.0,2025-01-02 05:00:00,1,2,5,2025-01-02,night_00_05,15873.654411947797,0.26418439824155704
23366.737373,136.87525638106703,15873.654411947797,7356.2077046711365,0.0001694569290553,2025-01-02 06:00:00,1,2,6,2025-01-02,morning_06_09,16010.529668328863,0.3148153542895189
26687.078429,3701.8535248518833,15873.654411947797,7111.570492200321,0.0045830396721778,2025-01-02 17:00:00,1,2,17,2025-01-02,evening_peak_16_20,19575.50793679968,0.26647991877868515
26451.635478,-0.0,15873.654411947797,10577.981066052203,0.0,2025-01-02 18:00:00,1,2,18,2025-01-02,evening_peak_16_20,15873.654411947797,0.39989894291602424
26083.005799,-0.0,15873.654411947797,10209.351387052202,0.0,2025-01-02 19:00:00,1,2,19,2025-01-02,evening_peak_16_20,15873.654411947797,0.3914177478518837
25628.024868,-0.0,15873.654411947797,9754.370456052204,0.0,2025-01-02 20:00:00,1,2,20,2025-01-02,evening_peak_16_20,15873.654411947797,0.3806134302699165
24999.451684,-0.0,15873.654411947797,9125.797272052203,0.0,2025-01-02 21:00:00,1,2,21,2025-01-02,late_evening_21_23,15873.654411947797,0.3650398971707384
23676.615942,-0.0,15873.654411947797,7802.961530052204,0.0,2025-01-02 22:00:00,1,2,22,2025-01-02,late_evening_21_23,15873.654411947797,0.32956405379750714
22454.382481,-0.0,15873.654411947797,6580.728069052204,0.0,2025-01-02 23:00:00,1,2,23,2025-01-02,late_evening_21_23,15873.654411947797,0.2930709884638579
